,text
306120,0.3322
306122,0.908
306127,-0.3758
306128,0.1476
306132,0.045
306137,0.9001
306143,0.7227
306150,0.9802
306155,0.8229
306157,0.1901
306161,0.8156
306165,0.9098
306178,0.4596
306179,0.1872
306183,-0.3903
306188,0.4019
306201,-0.5848
306204,-0.9082
306211,0.0
306217,-0.5106
306225,0.8357
306229,0.8398
306232,0.0
306235,-0.9908
306240,0.986
306254,0.0
306255,-0.5266
306258,0.8046
306261,-0.9101
306267,-0.7096
306277,-0.2401
306278,0.0
306282,0.6249
306286,0.3695
306291,0.765
306300,0.8775
306301,-0.5171
306305,0.4055
306306,0.4588
306307,0.6908
306308,0.2263
306311,0.9355
306315,0.8268
306318,0.7296
306321,0.2023
306322,0.7409
306327,-0.4767
306334,0.4922
306336,-0.2263
306337,0.0
306346,0.5291
306348,-0.1531
306352,-0.3313
306355,-0.5171
306362,0.9958
306364,0.0
306366,-0.8013
306371,-0.2718
306373,0.7041
306379,0.4983
306383,0.0
306386,0.0
306390,-0.2711
306416,0.644
306428,0.7506
306435,0.9505
306446,0.9424
306453,0.9693
306469,-0.8101
306470,0.3493
306476,0.4404
306479,0.8271
306484,-0.3736
306487,0.6369
306510,0.7469
306511,0.0
306513,0.0
306515,-0.3612
306523,0.4588
306525,0.0
306527,-0.2177
306529,0.9452
306531,-0.2732
306533,0.0
306534,-0.594
306538,0.0
306547,-0.748
306548,-0.25
306552,0.3818
306559,0.8425
306564,0.899
306566,-0.5096
306573,0.4404
306576,0.4939
306578,0.4291
306580,0.5423
306581,0.4753
306588,0.3182
306590,0.501
306595,0.844
306600,0.8862
306602,0.0
306603,0.0
306611,0.0
306614,0.0
306618,0.0
306623,0.4608
306629,0.9042
306632,0.0
306633,0.3818
306638,-0.9625
306643,0.9926
306648,-0.7096
306658,0.2256
306675,0.0772
306682,0.0
306685,-0.2756
306688,-0.2869
306689,0.9954
306701,-0.296
306708,0.9213
306741,0.8052
306744,0.0
306746,0.8917
306747,-0.7178
306749,-0.2023
306750,-0.2617
306751,0.5675
306769,0.7783
306770,0.0
306771,0.6738
306773,-0.2028
306785,0.9295
306786,0.0
306788,0.9559
306795,0.296
306798,0.8463
306802,0.3612
306806,-0.6589
306807,0.0
306810,0.6705
306814,0.7087
306816,0.743
306817,-0.2936
306821,0.9759
306830,0.0
306839,-0.9881
306840,0.755
306845,-0.431
306847,0.486
306849,-0.5267
306850,0.296
306854,0.6322
306858,0.0
306862,0.7974
306870,0.0
306880,0.2168
306888,0.0
306890,0.6124
306897,0.5396
306902,0.34
306903,0.8883
306908,0.0
306913,0.335
306916,0.0
306924,-0.8782
306927,0.0831
306936,-0.4404
306947,0.5484
306950,0.0
306963,-0.128
306965,0.4019
306974,0.7616
306988,0.6692
307000,0.9693
307001,0.0
307006,-0.4696
307010,0.9642
307028,0.3804
307035,0.7424
307038,0.0
307041,0.0302
307045,0.9877
307046,0.7876
307058,0.2148
307066,0.8138
307071,0.5535
307076,0.9169
307084,0.3291
307106,0.7081
307107,-0.9139
307119,-0.9068
307120,0.5794
307125,0.5023
307130,0.6124
307132,-0.7096
307133,0.3818
307139,-0.8074
307149,0.8055
307155,0.8922
307157,-0.5823
307179,0.6728
307181,0.0
307182,0.2144
307187,0.8777
307190,0.9216
307205,0.802
307208,-0.2429
307209,0.9875
307218,-0.2263
307229,-0.7461
307235,0.4098
307245,0.0772
307248,0.0
307249,0.2023
307252,0.0
307259,-0.4425
307262,-0.5719
307264,0.0
307270,0.9041
307277,0.8779
307280,-0.9788
307285,0.9929
307287,-0.8313
307290,0.7506
307291,0.8541
307297,0.9584
307298,-0.9274
307302,0.9583
307325,0.8313
307328,0.6124
307330,0.3612
307333,-0.2584
307334,0.8959
307337,0.3919
307338,-0.4019
307340,0.0
307347,0.8822
307351,-0.3919
307355,0.8588
307357,-0.34
307359,-0.3612
307360,-0.296
307363,-0.6915
307364,0.0
307367,0.4738
307368,-0.34
307372,0.0
307384,0.0
307388,0.2732
307395,0.9215
307398,-0.4019
307399,-0.1027
307407,0.0
307417,0.2648
307421,0.4137
307422,0.7652
307424,0.3182
307426,0.0
307430,0.8663
307431,-0.2235
307432,0.5423
307436,0.9693
307447,0.8804
307448,0.0
307458,0.7941
307460,0.0
307472,0.4039
307482,0.69
307498,0.0
307500,-0.8105
307509,0.0
307513,0.0
307523,-0.2263
307532,0.9172
307533,0.3164
307535,-0.765
307536,0.0
307541,-0.7116
307549,0.34
307555,-0.2382
307565,-0.7096
307569,0.5106
307570,0.0
307572,0.4767
307579,-0.9491
307581,0.7471
307584,0.3832
307585,0.8692
307590,0.9759
307591,0.9631
307594,0.4459
307600,0.9665
307601,-0.296
307602,0.3425
307603,0.9896
307618,0.4329
307619,0.5187
307623,0.6799
307629,0.7507
307642,-0.4497
307645,0.0
307656,0.0
307657,0.0
307659,0.0
307660,0.0
307663,0.7862
307664,-0.8095
307667,-0.9264
307669,0.2917
307671,0.9312
307677,0.9864
307680,0.0762
307685,0.9938
307687,0.8074
307698,-0.8241
307702,-0.1027
307705,0.0
307715,0.9125
307720,0.0772
307723,0.6191
307731,0.4404
307744,0.8462
307746,0.7177
307747,0.4754
307748,0.1189
307765,0.7748
307770,0.2732
307774,-0.4039
307780,-0.922
307795,0.5478
307803,0.9953
307805,-0.5951
307817,-0.4588
307822,0.9693
307833,0.6908
307838,-0.609
307847,0.8979
307849,-0.6093
307852,0.9319
307856,0.0
307860,0.8753
307862,-0.1069
307865,0.7956
307867,0.0
307868,0.2003
307869,0.0
307870,0.5204
307872,0.9039
307878,0.6917
307880,-0.9835
307881,0.9625
307885,0.0
307916,0.6381
307924,-0.2764
307926,-0.7096
307929,0.0
307936,0.8999
307947,0.0
307961,0.4329
307963,0.4482
307970,-0.25
307979,0.1779
307983,0.3899
307993,0.9836
308021,0.4606
308024,-0.1776
308027,0.0258
308034,0.5267
308037,0.6486
308039,0.0
308044,0.8639
308048,0.5994
308049,0.0
308058,-0.296
308061,0.0106
308062,0.9392
308072,0.8857
308073,0.9875
308076,-0.5719
308079,0.4404
308095,0.4696
308096,0.8718
308097,0.9687
308099,0.8399
308100,0.0
308103,-0.3736
308112,-0.9883
308128,0.0
308132,0.4654
308142,0.3595
308147,-0.2538
308162,0.0
308167,0.9313
308169,0.9693
308173,-0.3612
308178,0.934
308204,0.9578
308205,0.6553
308215,0.0
308222,0.5789
308239,0.0
308250,0.3152
308252,-0.4497
308254,0.5423
308261,0.8674
308276,0.991
308279,0.9709
308283,0.0
308289,-0.4836
308291,-0.0516
308298,-0.802
308316,0.1779
308327,-0.7096
308334,-0.2732
308342,-0.6641
308347,0.7028
308358,0.0
308366,0.7003
308369,0.3182
308371,0.4588
308382,0.3933
308383,0.5535
308384,0.4515
308387,-0.7003
308389,-0.4829
308419,0.4753
308426,0.9423
308441,-0.2263
308442,0.6369
308445,0.9854
308447,0.0
308448,0.0387
308449,0.4357
308453,0.3612
308462,0.0
308468,-0.6296
308471,0.6553
308485,0.8591
308498,0.0
308502,-0.6581
308517,0.0
308522,0.9749
308528,-0.5927
308533,0.5819
308541,-0.4137
308549,0.9497
308558,0.7635
308562,0.5106
308570,0.0
308574,0.5859
308576,0.0
308577,0.9071
308582,0.2732
308590,0.5178
308597,0.9366
308606,0.3022
308609,0.6115
308610,-0.5327
308614,0.5499
308616,0.6124
308623,-0.5559
308625,0.9432
308631,0.8316
308637,0.4404
308640,0.6059
308645,0.4939
308649,0.0
308660,0.9396
308661,0.9693
308664,0.7901
308711,-0.3363
308730,0.128
308732,-0.643
308741,0.8555
308750,0.8462
308752,-0.4667
308771,0.6733
308778,0.4588
308793,0.5803
308801,0.97
308804,0.2732
308807,0.8679
308808,0.5499
308816,-0.3736
308829,0.0
308834,0.3182
308838,0.3049
308842,-0.7096
308845,0.0
308862,0.0
308864,-0.6747
308866,0.908
308867,0.9357
308869,0.6124
308874,0.9862
308881,0.2249
308882,0.9941
308886,0.4404
308888,0.8584
308889,0.0516
308904,0.8279
308906,-0.4404
308910,0.0
308914,0.4215
308920,0.0772
308924,0.7391
308930,0.8142
308942,-0.9832
308943,0.0
308944,0.8532
308956,0.9596
308958,0.908
308963,-0.0772
308965,0.296
308968,0.0258
308969,0.6629
308971,0.4667
308977,0.9577
308980,0.4494
308981,-0.9661
308985,0.3313
308990,0.4404
309002,0.0
309008,0.0
309009,0.9623
309017,0.7476
309021,0.2263
309027,-0.9211
309028,0.5838
309034,0.9082
309036,0.0
309044,0.7952
309047,0.8695
309050,0.0
309056,0.6908
309060,0.1655
309062,0.743
309072,0.8253
309098,0.7688
309113,0.9852
309115,0.0
309121,0.8798
309125,-0.7888
309133,0.0
309134,0.3927
309135,0.8043
309136,-0.3182
309141,-0.2406
309158,0.9693
309165,0.171
309177,-0.5574
309178,0.8101
309179,0.9908
309185,0.9431
309186,0.6369
309196,-0.5991
309205,-0.8174
309213,0.4871
309214,0.2039
309217,0.525
309222,0.4767
309227,0.1999
309229,-0.9276
309232,-0.1154
309236,0.9898
309240,0.0
309241,-0.5574
309243,0.8426
309250,-0.264
309260,-0.645
309264,0.9107
309272,0.128
309275,-0.8368
309286,0.8169
309289,0.5719
309302,0.9627
309309,-0.7096
309316,0.1764
309323,0.8021
309331,-0.765
309339,0.5787
309345,-0.2732
309354,0.3382
309367,0.6196
309368,0.5574
309369,0.8201
309374,0.4753
309385,-0.4405
309387,0.8832
309393,-0.2359
309400,0.8937
309403,0.7506
309404,-0.1275
309414,0.4215
309415,0.5423
309425,0.0
309433,0.3182
309435,0.0772
309436,0.986
309441,0.0
309447,-0.4588
309451,0.979
309453,0.676
309456,0.6705
309458,0.5338
309464,-0.3527
309472,-0.3164
309480,0.0
309483,-0.9652
309493,0.8875
309498,0.3939
309516,-0.7783
309520,-0.8115
309522,0.9965
309526,0.7941
309533,0.75
309542,0.0
309546,0.0
309566,0.9002
309569,0.8591
309575,0.4404
309578,0.6486
309581,-0.6239
309583,0.9572
309586,0.8126
309590,-0.9496
309603,0.3899
309604,0.6486
309618,0.7034
309621,0.8047
309627,0.9693
309634,0.5719
309646,0.3182
309652,-0.296
309659,0.0
309660,-0.8767
309673,0.9524
309677,0.9424
309684,-0.8625
309689,-0.25
309692,0.5927
309696,-0.9906
309723,0.0
309724,0.1882
309725,0.1901
309730,0.0
309743,-0.1027
309750,0.3818
309751,0.8736
309753,0.3818
309767,-0.7229
309780,0.5502
309786,-0.7096
309788,0.5256
309795,0.0
309803,0.4926
309822,0.0
309836,-0.4515
309841,0.5023
309846,0.0
309850,0.4497
309854,0.782
309859,0.738
309861,-0.0979
309862,0.9932
309865,0.7691
309873,0.9477
309874,0.953
309875,0.9371
309876,0.7506
309881,0.989
309884,0.0
309891,0.1882
309894,0.3612
309897,0.9387
309899,0.9769
309903,0.0
309910,-0.4215
309926,0.909
309930,-0.7399
309931,-0.6353
309937,0.1655
309939,0.7767
309941,0.0772
309944,-0.6199
309948,0.9862
309949,0.5622
309955,0.2168
309960,0.6135
309962,0.504
309974,-0.7359
309983,-0.1829
309995,0.0516
310000,0.0
310006,0.8923
310014,0.4939
310029,0.3612
310037,0.9499
310040,0.689
310050,-0.6574
310051,-0.7955
310054,0.5994
310058,-0.9178
310063,0.128
310068,0.8836
310074,-0.0258
310076,0.0
310086,0.0
310090,0.9493
310092,0.9693
310112,-0.8857
310113,0.9771
310117,0.5267
310128,0.3182
310129,-0.197
310130,0.0
310131,0.3736
310132,0.6486
310133,0.2732
310134,0.6486
310139,0.8877
310146,0.9631
310148,-0.0882
310151,-0.1477
310152,0.127
310155,0.2577
310165,0.0
310173,0.0
310179,-0.2656
310185,0.4871
310188,0.5136
310192,0.7998
310195,0.4939
310200,0.9362
310219,0.939
310224,0.9111
310225,0.8086
310229,-0.7096
310230,0.2263
310244,0.2799
310245,0.0
310269,0.9568
310278,-0.6478
310282,0.9997
310287,0.6948
310291,0.0
310299,0.4871
310314,0.4696
310321,-0.8006
310323,0.3365
310325,0.8994
310326,0.9409
310327,0.7711
310330,0.4404
310331,0.912
310334,0.9968
310340,0.5719
310347,0.6124
310357,0.8126
310362,0.4019
310373,0.9942
310375,0.0
310378,0.0
310380,0.0
310382,0.0
310383,0.9955
310391,0.9813
310394,0.0
310405,0.2978
310409,0.6641
310411,-0.434
310413,0.504
310441,-0.5927
310449,0.9873
310457,0.0
310473,0.504
310480,0.0
310497,0.9693
310511,0.0382
310512,0.6249
310513,0.8271
310516,0.8074
310525,0.8201
310528,-0.25
310533,0.0
310537,-0.5514
310538,0.8058
310540,0.5197
310542,0.893
310546,0.4404
310548,-0.1779
310553,-0.128
310554,0.2412
310556,0.9508
310566,0.0
310568,0.9446
310570,0.34
310579,0.0772
310602,0.4019
310604,0.6994
310611,-0.7096
310613,0.9981
310624,0.0
310625,0.7143
310626,0.0772
310631,0.3591
310640,0.5502
310645,0.955
310646,0.9485
310649,0.9882
310657,0.9251
310660,0.0
310663,0.0
310693,0.1243
310702,0.0
310711,-0.5859
310713,0.8261
310722,0.9798
310743,0.8381
310747,0.835
310767,0.5661
310771,0.7508
310778,0.0088
310788,0.9693
310798,0.9405
310800,0.3612
310810,0.0
310811,0.0
310813,0.0
310824,0.3182
310830,-0.961
310834,0.0
310843,0.0772
310851,0.7184
310855,0.8271
310866,0.0
310868,0.4137
310871,-0.7096
310876,-0.4019
310877,-0.7466
310879,-0.1511
310884,-0.6369
310887,0.8482
310893,0.5267
310897,0.4939
310906,-0.5672
310908,-0.1926
310928,-0.4767
310942,0.4767
310943,0.8478
310947,0.4875
310950,-0.1596
310959,0.0
310969,0.4912
310970,-0.7602
310972,0.0258
310983,0.0
310989,0.9342
310998,0.9186
311009,-0.6322
311017,0.0
311023,-0.5719
311062,0.9367
311076,0.0
311089,0.9693
311101,-0.3291
311102,0.8388
311107,0.7876
311114,0.677
311118,0.7213
311147,-0.4033
311159,0.1027
311171,0.0
311173,-0.0516
311180,0.8674
311183,0.0644
311184,0.8718
311187,0.483
311190,0.6979
311196,0.703
311201,0.6908
311204,0.6808
311207,0.1926
311208,0.9512
311212,0.9169
311215,0.7722
311217,-0.5951
311240,0.0772
311247,-0.8523
311249,0.0
311250,-0.34
311254,0.4404
311257,-0.7096
311263,-0.3818
311266,0.9129
311272,0.9537
311277,0.0258
311282,0.9622
311284,0.9575
311285,0.8176
311289,0.0
311292,0.4515
311294,0.168
311296,0.8497
311301,0.4019
311309,-0.802
311312,0.8931
311313,0.968
311315,0.5719
311321,0.9619
311329,0.9124
311330,0.6124
311334,0.3818
311345,0.8173
311354,0.4019
311358,-0.8402
311373,0.6808
311376,-0.3271
311386,-0.1027
311392,0.7437
311394,0.9217
311395,0.5504
311404,0.7684
311412,0.4351
311442,0.9015
311449,0.9412
311454,0.5624
311476,0.6345
311485,0.0
311493,0.0
311514,0.9935
311516,0.0
311524,0.0
311536,0.8455
311539,0.9091
311556,0.9693
311557,0.8381
311564,0.891
311567,0.8122
311570,0.7351
311577,0.4939
311583,0.4404
311591,-0.6808
311600,-0.2425
311604,0.0
311609,0.0
311613,0.4329
311617,-0.0387
311619,0.8977
311624,0.0
311625,0.7964
311632,0.7003
311635,0.3818
311639,-0.5106
311648,0.6908
311672,0.5154
311673,0.8591
311702,-0.7096
311706,-0.4404
311712,0.0
311727,0.9192
311729,0.6705
311735,0.2844
311737,0.0
311746,0.7882
311749,-0.0516
311750,0.8442
311753,0.5411
311757,0.4814
311759,0.7416
311761,0.0
311765,0.2834
311767,0.9164
311768,0.163
311769,-0.876
311770,-0.0516
311792,-0.6492
311797,-0.9173
311812,0.9185
311823,0.4767
311827,0.6115
311829,0.9403
311846,0.9914
311861,0.9102
311875,0.9337
311876,-0.1154
311889,0.0
311892,0.9837
311894,0.9044
311899,0.8047
311902,0.7579
311909,0.6597
311910,-0.6894
311912,0.0772
311921,0.8645
311934,-0.6115
311948,0.8922
311950,0.0
311952,0.7943
311996,0.0
312008,0.9693
312017,-0.0927
312022,0.0
312025,-0.041
312028,0.5435
312036,0.3762
312041,-0.7717
312056,0.4767
312063,0.0
312066,-0.8745
312098,-0.5574
312100,0.0
312104,-0.3919
312106,0.9381
312107,0.5574
312116,-0.8128
312125,0.5481
312144,-0.7096
312150,0.504
312151,0.0
312152,-0.9294
312153,0.9865
312160,0.6779
312161,0.0
312170,0.743
312187,0.3612
312193,0.5267
312208,-0.6662
312214,-0.8942
312229,0.8767
312231,0.7905
312232,0.2263
312235,-0.3372
312251,-0.2716
312256,0.8641
312266,0.7339
312274,0.8778
312291,-0.3736
312292,0.4939
312296,0.4767
312297,0.8574
312310,-0.1027
312323,0.7677
312337,0.0942
312348,0.2869
312350,-0.4765
312356,0.9752
312361,0.9804
312363,0.5719
312364,0.0
312371,0.0772
312372,0.1511
312378,-0.9805
312387,-0.1795
312399,0.0
312414,0.0
312419,-0.6037
312423,0.8988
312443,0.796
312444,0.7717
312447,-0.2732
312455,0.743
312459,-0.8511
312460,0.5661
312467,0.7269
312478,0.0
312490,0.991
312493,0.0
312500,-0.296
312501,0.9693
312503,0.34
312512,-0.3818
312519,0.0
312522,0.8529
312528,-0.4488
312529,-0.6476
312539,0.0
312540,0.8967
312547,-0.7783
312550,-0.4477
312551,0.25
312553,0.34
312557,0.6597
312558,-0.6249
312567,-0.6784
312568,-0.7622
312572,0.9839
312578,0.6148
312588,-0.7546
312589,0.5052
312590,0.5563
312593,-0.9109
312606,0.7345
312617,-0.7236
312623,0.0
312624,0.2888
312629,0.1081
312631,0.423
312632,-0.2821
312636,0.5873
312641,0.0
312646,-0.7096
312650,-0.4278
312661,0.8843
312664,0.0
312666,-0.8291
312668,0.6639
312674,0.4137
312680,-0.6858
312681,0.9236
312684,0.603
312697,0.4404
312699,0.0
312712,-0.8445
312713,0.2732
312714,0.9562
312715,-0.6174
312718,0.7096
312728,-0.4549
312729,0.3761
312743,0.835
312749,0.6059
312750,0.0
312762,0.8225
312764,0.8532
312767,0.0
312770,0.9785
312773,0.9812
312778,0.9938
312783,0.6203
312784,0.0
312794,0.0
312799,-0.0772
312803,-0.1531
312809,0.6486
312820,-0.3291
312828,-0.6826
312834,0.6361
312849,0.0
312851,-0.3535
312853,0.981
312857,-0.1007
312861,0.0
312864,0.962
312865,0.2003
312868,-0.8494
312880,0.1812
312882,0.8992
312884,-0.9459
312885,-0.4019
312888,0.9572
312892,0.7832
312900,0.0
312905,-0.6705
312906,0.2263
312918,0.7438
312922,0.6767
312924,0.4939
312928,-0.1159
312931,0.0
312936,0.1027
312947,0.34
312954,-0.4767
312961,-0.2992
312965,-0.7319
312968,0.3612
312982,0.296
312983,-0.8221
312987,-0.2481
312988,0.7269
312990,0.0
312992,-0.3612
312998,0.0
313001,0.9994
313013,-0.7662
313015,-0.1246
313016,0.2023
313031,0.9693
313038,-0.327
313049,-0.7109
313054,-0.9186
313056,0.0
313057,0.4767
313059,0.7351
313064,-0.6944
313065,-0.4143
313067,0.9701
313081,0.7998
313083,0.9537
313086,0.9203
313087,-0.5773
313088,-0.9144
313098,0.7836
313110,0.0772
313114,-0.2263
313118,-0.5213
313126,0.0
313136,0.34
313141,0.4939
313143,0.0
313145,0.9437
313164,0.6486
313169,0.9987
313175,0.7351
313177,0.0
313181,0.9866
313193,0.5559
313195,-0.2966
313197,0.0
313198,0.5859
313201,0.3818
313202,0.4404
313203,-0.7096
313204,0.4199
313211,0.9819
313214,0.5671
313215,0.0
313217,0.3907
313229,-0.09
313238,-0.7003
313243,0.4019
313253,0.9663
313254,0.533
313257,-0.6081
313265,-0.501
313270,-0.595
313271,0.8807
313274,0.9554
313279,-0.4019
313285,0.7184
313290,-0.9695
313313,0.9523
313317,-0.9371
313320,0.7152
313322,-0.9498
313328,0.168
313343,0.9153
313348,0.0
313353,-0.2567
313362,0.9821
313367,0.7248
313368,-0.9176
313371,0.0
313373,0.0
313379,0.7269
313385,0.9763
313386,0.2382
313392,0.7149
313397,0.835
313401,0.7263
313427,0.595
313435,-0.3384
313441,0.0
313447,-0.4956
313448,0.0
313450,0.4151
313462,0.5927
313463,-0.8217
313472,0.7351
313475,0.7007
313476,0.3612
313478,0.0
313485,0.9833
313487,0.8933
313488,0.964
313501,0.1398
313502,-0.3542
313510,0.8585
313511,0.1531
313517,-0.8402
313522,0.5626
313524,0.9693
313536,0.0
313537,0.3612
313546,0.3565
313565,0.0
313571,0.8804
313572,0.659
313576,0.0
313577,0.2607
313581,0.7351
313586,-0.0516
313588,0.9437
313594,0.3612
313604,0.0
313607,0.8331
313615,0.0
313629,-0.7096
313631,0.9177
313640,0.8126
313641,-0.3182
313645,0.6369
313653,0.9607
313659,0.7299
313660,0.7351
313668,0.6572
313670,0.6369
313677,-0.1979
313685,0.8964
313688,0.0
313691,-0.7817
313694,0.0356
313704,0.4404
313707,0.8857
313710,0.3818
313711,0.168
313717,0.4939
313722,-0.296
313727,0.5678
313738,-0.6275
313740,0.6369
313742,0.5789
313744,0.3818
313749,0.5106
313752,-0.9866
313771,0.34
313781,0.1419
313792,0.8074
313793,0.9202
313801,-0.9463
313805,-0.4588
313811,0.5106
313814,-0.8596
313823,0.296
313827,-0.0991
313829,0.6901
313850,0.9693
313852,0.6988
313854,-0.9096
313863,-0.4404
313866,0.1689
313868,-0.0857
313872,-0.7508
313873,0.9942
313875,0.9111
313880,-0.814
313883,0.528
313889,0.296
313890,-0.1531
313895,0.0
313908,0.6808
313911,0.3612
313912,-0.7878
313920,-0.7096
313921,0.9559
313923,0.8271
313934,-0.3919
313935,0.8636
313941,0.4404
313955,0.6394
313964,0.0
313968,0.296
313973,0.664
313975,0.8478
313986,-0.4588
313988,0.0
314006,-0.0263
314008,0.4404
314013,0.6586
314028,0.6486
314037,0.0
314053,-0.719
314067,0.2263
314069,-0.1027
314076,-0.7029
314077,0.8762
314085,0.0
314102,-0.4767
314112,-0.6662
314114,0.9925
314121,0.9861
314122,-0.7323
314127,0.9261
314128,-0.1593
314129,-0.5538
314147,-0.3942
314150,-0.1823
314155,0.2449
314163,0.5677
314171,0.0
314191,0.9693
314224,0.4404
314229,0.3182
314235,0.9008
314239,0.8183
314262,0.1901
314267,0.5994
314283,0.8674
314299,0.4576
314302,-0.212
314314,0.958
314321,0.0
314328,0.2135
314335,-0.7096
314338,0.0
314340,-0.55
314342,-0.6509
314343,0.96
314348,0.0
314353,-0.5632
314356,0.8268
314358,0.9849
314366,0.3182
314369,0.9009
314373,-0.1531
314374,0.9228
314379,0.4696
314393,0.91
314396,0.5994
314397,0.4779
314401,0.2023
314404,-0.3535
314406,0.9371
314409,0.4912
314416,0.8628
314454,0.0
314463,0.4019
314464,0.5817
314470,-0.0857
314477,-0.4767
314478,-0.2617
314479,-0.4325
314481,0.9299
314482,0.8602
314496,0.964
314499,0.4039
314502,0.2382
314505,0.0
314511,0.8066
314512,0.883
314516,0.9198
314517,0.6705
314525,0.0
314526,0.0
314531,-0.4709
314534,0.0772
314538,-0.6381
314543,0.7824
314548,0.8534
314564,0.0
314573,0.4515
314576,0.3612
314591,0.9818
314608,-0.802
314614,-0.3443
314618,-0.1779
314620,0.9631
314628,0.7481
314641,0.6265
314644,0.9693
314645,0.0
314648,0.5859
314661,-0.2895
314676,0.91
314684,-0.4896
314694,0.3182
314698,0.8855
314699,0.5859
314702,0.0
314706,0.2878
314715,-0.7866
314727,-0.1027
314735,0.882
314758,0.0
314767,-0.7096
314772,0.9489
314778,-0.1926
314781,0.9153
314785,0.8047
314796,0.4767
314802,0.6486
314808,0.4404
314813,0.5719
314815,0.5423
314828,0.0
314829,0.9968
314830,0.9153
314832,0.4199
314833,0.9003
314834,0.6808
314837,0.8794
314838,0.6124
314844,0.4291
314847,0.8459
314855,0.9266
314859,0.449
314870,-0.4137
314875,0.9231
314876,-0.5267
314882,0.9392
314885,0.9938
314886,0.8731
314892,0.1134
314904,0.4767
314944,0.0
314978,0.4497
314984,-0.5326
314992,0.4404
315006,0.3612
315018,-0.8658
315029,0.6817
315062,0.0
315072,0.4404
315078,0.9977
315083,-0.3034
315093,0.9693
315094,-0.2415
315100,0.7131
315110,0.3961
315111,0.0
315112,0.6369
315113,0.9955
315121,-0.9047
315147,-0.5267
315155,0.5171
315165,0.7964
315169,0.0
315185,0.9196
315189,0.5803
315197,0.9617
315201,0.889
315202,0.0
315211,-0.6808
315226,-0.3839
315234,0.9622
315235,0.5859
315236,-0.5216
315239,-0.1779
315265,0.0258
315267,0.0
315273,0.4481
315280,-0.2973
315295,0.4404
315300,0.89
315301,-0.7003
315306,0.9832
315308,0.9082
315313,0.126
315317,0.327
315328,0.7263
315329,-0.3736
315333,0.9054
315342,0.9405
315343,0.2732
315344,0.5344
315353,0.0
315354,0.0
315359,0.9171
315372,0.8043
315375,0.0
315377,-0.8591
315381,0.3527
315382,-0.0661
315385,-0.8591
315387,0.7184
315390,-0.3651
315391,0.2235
315392,0.9437
315405,-0.323
315407,0.765
315411,0.4939
315412,0.7547
315415,0.6662
315425,0.3905
315427,-0.5326
315429,0.7713
315442,0.4404
315446,0.8928
315447,0.5232
315468,0.3578
315478,0.8148
315481,0.7717
315485,-0.4767
315486,-0.9424
315489,0.0
315490,0.4404
315491,0.7574
315492,0.0
315501,0.7513
315503,0.705
315508,0.1611
315511,-0.6059
315512,0.8765
315527,-0.3527
315530,0.9861
315531,0.0
315538,0.4799
315550,0.4404
315557,0.8106
315562,0.3182
315565,0.5794
315571,0.0
315578,0.0
315580,0.0
315583,-0.3442
315585,0.0
315589,-0.2951
315590,0.3818
315595,-0.171
315596,-0.5052
315598,0.9335
315602,0.9941
315605,0.7469
315614,0.5621
315619,0.9693
315626,-0.7506
315627,0.2023
315634,-0.802
315639,0.1098
315643,0.0
315653,0.67
315656,0.9964
315662,0.1179
315663,0.8305
315666,0.3612
315670,0.3429
315678,0.9089
315692,0.9513
315695,0.0
315698,-0.5574
315701,0.4404
315702,0.9819
315714,0.0258
315715,0.9798
315718,0.6322
315732,-0.644
315733,0.9723
315734,-0.7096
315735,0.4939
315743,-0.25
315754,0.8784
315758,0.4019
315762,0.0
315775,-0.4796
315778,-0.5119
315793,0.5206
315799,0.9684
315803,0.555
315814,0.8862
315815,0.0
315818,0.5719
315826,0.7278
315827,0.3612
315828,-0.3017
315833,0.8622
315838,0.959
315841,0.5979
315843,0.2263
315849,0.3983
315853,0.6249
315867,-0.4707
315875,0.9506
315879,0.5994
315881,0.3382
315884,0.4215
315885,-0.6654
315887,-0.4515
315892,0.0
315893,0.872
315897,0.9246
315899,0.4482
315902,0.9236
315903,0.0
315914,0.9656
315919,0.8374
315922,0.4389
315925,-0.0516
315930,-0.2732
315935,0.5574
315937,0.0
315954,0.2342
315957,0.0
315958,0.9861
315959,0.5768
315963,0.2023
315970,0.0
315971,-0.6553
315976,0.2964
315978,0.9862
315981,0.9398
315984,-0.254
315990,0.0
315993,-0.6348
315996,-0.4215
316005,0.9062
316008,0.6275
316014,-0.4455
316017,0.6744
316027,0.888
316045,0.34
316048,0.1494
316057,0.9693
316061,0.9877
316069,0.25
316070,0.2263
316073,-0.8338
316087,0.8809
316092,0.0
316100,-0.6248
316103,-0.4939
316110,0.9239
316115,0.0
316116,-0.5095
316119,0.128
316122,0.5159
316123,0.3808
316130,0.6486
316140,0.2975
316142,0.6731
316143,0.296
316177,0.9423
316178,0.6369
316179,-0.3898
316183,0.9113
316184,-0.7096
316194,-0.0311
316200,0.9203
316222,-0.9822
316224,-0.1779
316234,0.0
316267,0.5106
316273,0.3597
316277,0.8807
316286,0.3182
316295,0.2382
316304,0.513
316312,-0.4118
316331,0.0
316333,0.9309
316341,0.928
316342,0.9861
316346,0.6792
316372,0.4939
316374,0.7399
316379,0.8592
316380,0.7674
316382,0.2732
316385,0.8017
316393,-0.3751
316408,0.0
316409,0.7998
316411,-0.7424
316421,0.6976
316428,0.4939
