,text
84728,0.906
84731,0.763
84733,0.4019
84737,0.3612
84738,-0.8085
84745,0.1779
84746,-0.7096
84747,0.8481
84748,0.5255
84751,0.9308
84753,0.0
84756,0.128
84758,-0.4753
84763,-0.296
84764,0.4404
84766,0.0
84769,0.5267
84770,-0.2951
84772,0.9638
84776,0.775
84777,0.0
84780,0.0
84781,0.4404
84785,-0.6922
84795,0.5965
84799,0.597
84801,0.6588
84802,-0.296
84808,0.836
84822,0.9662
84827,-0.8743
84830,0.0
84832,-0.5998
84833,0.5927
84834,0.0
84837,0.2086
84843,0.9857
84846,0.0
84847,0.0
84850,0.9865
84851,0.6046
84855,0.6317
84856,0.2755
84857,0.9081
84870,0.0
84872,0.7319
84873,-0.3858
84874,0.9746
84878,0.836
84880,0.5499
84884,-0.8127
84888,0.9982
84890,0.4939
84892,-0.1179
84894,0.0675
84895,0.8933
84896,0.9769
84897,0.8621
84900,0.6835
84905,-0.6284
84908,0.4019
84909,0.0
84913,0.7522
84914,0.7567
84920,0.5106
84932,-0.9587
84936,0.5574
84939,0.3408
84943,0.0
84947,0.7806
84953,-0.1451
84959,0.4019
84961,-0.438
84963,0.2263
84964,0.4939
84968,-0.3612
84971,0.961
84981,0.7574
84983,-0.5624
84986,0.4404
84990,0.0
84997,-0.7952
84998,0.0387
84999,-0.3034
85002,0.25
85005,0.0516
85009,0.6705
85010,-0.7003
85013,0.4329
85014,0.5719
85017,-0.7096
85018,0.2575
85020,0.6841
85023,-0.9126
85026,-0.2387
85027,0.9903
85032,0.9088
85035,-0.2263
85040,-0.3887
85044,0.7789
85051,0.993
85053,0.9134
85056,0.2023
85057,-0.7506
85065,0.6715
85067,0.3999
85074,0.4019
85078,0.9652
85079,0.5719
85083,0.8063
85085,-0.4497
85086,0.0
85088,0.63
85093,0.899
85094,-0.562
85095,-0.1585
85097,-0.6133
85098,0.6369
85099,-0.8062
85101,-0.981
85105,-0.8463
85107,0.9554
85108,0.0
85109,0.3313
85111,0.7259
85112,0.594
85116,0.8151
85118,0.9666
85122,-0.4767
85123,0.4019
85125,-0.9159
85126,0.0
85127,0.9657
85131,0.7579
85135,-0.9864
85138,0.3182
85140,-0.8767
85141,-0.8823
85142,0.5499
85143,-0.1923
85144,0.25
85147,0.9086
85149,-0.5904
85151,0.4588
85152,0.7927
85153,0.1531
85154,0.6249
85155,-0.9923
85157,0.7063
85162,0.9917
85164,0.0
85166,0.4215
85168,0.9432
85170,0.802
85171,0.9396
85172,-0.5574
85173,0.2263
85182,0.0762
85184,0.9011
85185,0.1948
85188,0.0
85191,0.7101
85192,-0.539
85194,0.9994
85195,-0.8809
85198,0.3261
85201,-0.296
85212,-0.1531
85213,-0.5972
85217,-0.8328
85219,0.9036
85220,0.0
85222,0.8121
85224,0.0
85225,0.9602
85228,0.25
85233,0.9997
85244,-0.5556
85247,-0.2472
85254,0.0
85257,0.0
85267,0.995
85273,0.2023
85279,-0.6916
85281,-0.7845
85284,-0.7096
85285,0.0772
85286,-0.4404
85287,-0.4998
85289,-0.2003
85291,0.3985
85292,0.9531
85293,0.8504
85297,0.8753
85298,0.9805
85307,0.9408
85309,0.0
85313,-0.6006
85314,0.9071
85315,0.0
85320,-0.25
85322,0.9401
85325,-0.2869
85327,-0.5334
85328,-0.9415
85335,-0.5574
85336,0.9562
85338,0.8549
85339,0.457
85344,0.3384
85345,0.4464
85348,0.3612
85355,-0.4404
85356,-0.2732
85357,0.7848
85358,0.9704
85361,0.7269
85362,0.9611
85363,-0.688
85367,0.7547
85381,0.4019
85382,0.32
85384,0.4329
85385,-0.8181
85391,-0.3513
85393,0.7024
85395,0.8643
85396,0.8741
85397,0.2023
85402,-0.9845
85403,0.1655
85405,-0.8126
85406,-0.357
85411,0.9186
85413,0.0
85421,0.1728
85423,-0.8885
85424,0.0
85428,0.34
85429,-0.067
85433,-0.5362
85435,0.9062
85437,-0.25
85439,0.8591
85443,0.3343
85451,-0.8591
85457,-0.8922
85458,0.9561
85463,-0.8594
85468,0.8692
85469,0.0
85479,0.6542
85480,0.9719
85481,-0.8422
85485,0.9337
85489,0.0
85491,0.5182
85497,0.6407
85498,0.7357
85500,-0.5267
85505,0.6662
85511,-0.672
85512,0.939
85514,0.0119
85518,-0.6553
85521,0.0
85522,0.5473
85525,0.6808
85530,0.0
85542,0.8053
85546,-0.7096
85548,0.0
85549,0.3182
85553,0.6694
85555,0.8126
85556,-0.8126
85562,0.6072
85569,0.9836
85575,-0.9118
85601,0.9181
85603,0.7149
85608,0.9635
85609,0.5106
85613,0.8122
85614,0.6114
85618,0.4404
85619,0.6369
85623,0.7096
85624,0.1926
85630,-0.997
85634,0.0
85635,0.9621
85638,-0.296
85639,-0.0184
85643,-0.9425
85648,0.7003
85649,0.8416
85651,-0.4588
85652,0.0
85653,0.0258
85654,0.6476
85657,0.0
85658,0.9022
85659,-0.5615
85660,0.4389
85662,0.9648
85667,0.0
85670,-0.1629
85671,0.3991
85675,0.7845
85676,0.774
85679,0.6652
85680,0.9586
85681,0.1179
85682,-0.8583
85683,0.3788
85690,-0.2627
85692,-0.9856
85696,0.8765
85702,0.9383
85704,0.8436
85713,-0.9877
85715,0.548
85717,0.9583
85722,0.9585
85723,0.2492
85725,0.6308
85727,0.0757
85728,0.7256
85732,0.5574
85744,0.8927
85747,-0.2023
85752,0.282
85755,0.5719
85758,0.4404
85763,0.5023
85765,0.0
85776,0.8899
85778,-0.1406
85779,-0.9653
85788,0.3798
85795,0.8558
85797,-0.6808
85798,0.6208
85799,-0.6808
85800,-0.7096
85802,0.4515
85806,0.9319
85813,0.5593
85814,-0.5754
85817,0.9497
85818,0.9889
85820,0.3489
85821,0.0
85830,-0.7378
85833,0.3939
85834,0.3612
85835,0.0736
85839,-0.5093
85842,0.926
85844,0.3802
85846,0.864
85855,0.6908
85856,-0.4767
85862,-0.3961
85867,0.6956
85870,0.0
85872,-0.7081
85873,0.1901
85875,-0.7906
85876,0.2006
85877,-0.4979
85878,-0.9161
85888,0.0
85891,-0.2263
85896,-0.9981
85897,-0.4098
85898,0.9062
85902,0.7837
85903,-0.2512
85904,0.9217
85906,0.9964
85907,0.25
85915,0.0449
85918,0.0516
85920,0.946
85921,-0.4019
85924,0.9345
85927,0.4404
85928,0.8205
85941,-0.4003
85948,0.7776
85958,-0.5983
85961,0.8091
85962,0.0243
85966,0.0341
85969,0.8611
85978,0.6662
85981,-0.9022
85982,0.7579
85983,0.9974
85984,0.1154
85985,-0.8438
85987,0.5367
85991,0.9065
85997,-0.7872
86000,-0.9274
86008,0.0
86010,0.0
86013,-0.7469
86014,0.1779
86015,-0.7096
86019,0.8409
86023,0.927
86026,-0.3919
86027,-0.9805
86028,-0.3903
86036,-0.2481
86037,0.9718
86038,0.7684
86039,0.0
86040,0.7579
86041,0.3339
86046,0.0
86048,0.9988
86052,0.6597
86066,0.5187
86072,0.7233
86074,0.0
86079,-0.3736
86080,0.7886
86081,0.0
86091,0.9343
86093,0.7908
86094,0.0
86098,0.0
86099,0.3351
86100,-0.0772
86101,0.0
86102,-0.9477
86111,0.079
86112,0.0
86113,0.0
86114,0.1531
86115,0.4019
86116,-0.2168
86117,0.9972
86122,0.4019
86126,0.4021
86127,0.6504
86128,-0.3094
86129,0.2732
86130,-0.296
86131,0.9951
86135,-0.307
86136,0.6808
86140,-0.3384
86145,-0.6249
86146,-0.2287
86152,0.4767
86153,0.6369
86155,-0.5803
86156,0.9217
86158,-0.3595
86166,0.5826
86167,-0.9869
86172,0.9902
86175,0.0
86176,0.9595
86178,0.9457
86179,0.4926
86180,0.954
86182,0.0
86187,0.5362
86191,0.963
86193,0.9495
86200,-0.5048
86205,0.6767
86206,-0.4442
86210,0.2263
86211,0.9076
86212,0.4019
86213,-0.5041
86215,0.8674
86217,0.1742
86219,0.4394
86220,0.784
86224,-0.5514
86227,0.6369
86232,0.0
86240,0.0
86247,-0.7096
86250,0.9742
86254,0.8577
86255,-0.8555
86256,0.1712
86258,0.9721
86267,0.0688
86268,0.4588
86269,0.4492
86270,0.0516
86272,-0.7303
86273,0.0
86278,0.0
86280,0.9763
86282,0.2263
86291,0.4166
86302,0.296
86303,-0.1847
86304,0.2732
86306,-0.1027
86314,0.0
86319,0.296
86327,0.1901
86330,0.7579
86331,0.9902
86332,0.7351
86333,-0.2168
86341,0.9699
86346,0.6573
86347,-0.4767
86350,-0.3802
86351,-0.9048
86363,0.743
86365,0.0
86367,-0.9685
86373,0.6166
86377,0.4404
86379,0.8847
86380,0.0
86381,0.3818
86382,0.228
86384,0.4013
86386,0.9324
86390,0.7045
86391,0.0772
86392,0.7572
86393,0.9769
86394,-0.7712
86396,0.9715
86399,0.5499
86401,0.9781
86404,0.9278
86407,0.25
86418,0.6597
86419,0.6705
86424,-0.4404
86427,0.0
86428,0.701
86433,0.101
86435,-0.7509
86437,0.8408
86442,0.6558
86443,0.0
86451,0.0
86455,-0.7096
86456,-0.5515
86459,-0.296
86462,0.3182
86469,0.0
86472,0.8425
86473,0.7845
86475,-0.6597
86478,0.0
86481,0.3612
86484,0.9681
86488,0.3612
86493,0.2732
86495,0.8999
86499,0.8957
86500,-0.8351
86504,0.9278
86506,0.7269
86508,0.0
86509,0.0
86521,0.756
86523,0.3412
86524,0.974
86528,0.7263
86529,-0.296
86535,0.3182
86542,0.9064
86543,0.0
86545,0.0
86548,0.9575
86549,0.755
86550,-0.6218
86551,0.7834
86554,0.7383
86559,-0.0516
86568,-0.7579
86577,0.296
86580,0.5013
86585,0.7363
86589,0.5204
86600,0.4574
86604,0.1531
86605,0.6476
86614,0.939
86620,0.8614
86633,0.0
86635,-0.1531
86636,-0.5998
86641,0.4939
86642,0.7461
86644,-0.9034
86652,-0.7096
86655,0.8115
86663,0.0
86667,0.8333
86673,0.833
86675,0.4157
86676,-0.7937
86677,0.0
86683,0.4543
86685,0.9911
86690,0.0
86693,0.9376
86694,0.0
86699,0.644
86703,0.0
86706,0.0
86707,0.2869
86713,0.5562
86714,0.8553
86715,-0.1027
86728,0.0
86731,0.9313
86737,0.0
86742,0.4956
86743,-0.5803
86745,0.4404
86747,0.9162
86749,0.2617
86750,0.0
86752,0.4515
86755,-0.2023
86761,-0.6299
86764,-0.8343
86766,0.714
86778,-0.5616
86781,-0.1027
86783,0.5499
86786,0.9011
86796,0.5106
86802,-0.9812
86814,0.6001
86824,0.3804
86826,-0.3412
86833,0.6249
86834,0.7383
86836,0.0
86842,0.8338
86843,0.8847
86844,0.9917
86849,0.5637
86851,-0.5106
86854,-0.7096
86859,-0.5647
86860,-0.8156
86862,0.7606
86869,0.0
86873,-0.6571
86879,-0.9734
86881,0.0
86885,0.7178
86886,0.3706
86890,-0.024
86893,0.903
86896,0.998
86898,0.0
86901,0.4152
86903,-0.5574
86907,0.281
86908,0.9769
86914,0.2808
86915,-0.465
86918,0.9104
86920,-0.4589
86921,0.7606
86924,0.8008
86925,0.885
86927,0.0
86936,-0.2494
86937,0.998
86938,0.6935
86947,-0.2066
86951,-0.4201
86953,0.7911
86955,0.0
86962,0.9026
86963,0.9867
86965,0.9798
86967,0.6369
86969,0.6486
86971,0.765
86972,0.8122
86975,-0.8138
86976,0.296
86978,0.4588
86979,0.8871
86982,0.4404
86983,0.4391
86986,0.0
86988,0.7783
86992,-0.4316
86997,0.8657
86999,-0.6749
87000,0.2235
87001,0.0
87002,0.9133
87016,-0.891
87018,0.6597
87022,-0.8651
87024,0.9966
87025,-0.7351
87028,0.6848
87033,0.631
87034,0.9785
87036,0.9186
87038,0.9937
87042,0.9975
87043,-0.9455
87044,-0.34
87046,-0.806
87057,0.9338
87060,0.168
87061,0.1027
87064,0.3612
87082,-0.8906
87089,0.8523
87093,0.5344
87095,0.0
87097,-0.9633
87107,0.1506
87112,0.34
87114,-0.7096
87116,0.0
87123,0.3164
87127,-0.128
87136,-0.2023
87139,0.7508
87141,-0.1779
87142,-0.7905
87145,0.0
87147,0.701
87148,0.6043
87151,0.3265
87153,-0.3527
87155,0.0
87156,0.1779
87157,-0.4206
87158,0.6369
87159,-0.5375
87161,0.0
87167,-0.128
87168,0.2263
87176,0.6808
87178,0.5477
87180,-0.3676
87181,0.7783
87184,-0.5797
87185,0.5719
87191,-0.4664
87193,0.9025
87194,0.4909
87196,0.3818
87197,0.9499
87200,0.0
87204,-0.38
87206,0.0451
87209,0.9544
87210,0.4588
87211,0.6428
87214,0.6249
87215,0.3612
87220,-0.6531
87222,0.8059
87224,0.7412
87228,0.5241
87230,0.9455
87231,0.9927
87232,0.7003
87237,0.0
87245,0.908
87248,-0.9383
87256,0.4534
87257,0.9776
87262,0.5058
87263,0.8503
87267,0.9871
87269,0.8244
87273,0.8662
87277,0.25
87278,0.6996
87280,0.9649
87282,0.0
87284,0.9101
87286,-0.8934
87295,0.0
87297,0.7717
87302,0.5719
87305,0.0
87311,0.7783
87318,0.9823
87323,0.0
87325,-0.9294
87326,-0.5854
87328,-0.4404
87330,0.983
87331,0.0772
87336,-0.34
87337,0.6565
87338,0.6767
87342,0.6641
87344,0.7351
87345,0.9978
87359,0.9187
87360,0.4576
87361,0.8355
87362,-0.7096
87368,0.967
87373,0.4795
87374,0.4939
87375,0.9046
87378,0.504
87384,0.9024
87387,0.3612
87390,-0.4992
87395,0.3204
87397,0.6488
87399,0.7841
87402,0.9001
87403,-0.3091
87406,0.396
87407,0.9809
87408,-0.2676
87409,0.4404
87412,0.25
87413,0.0258
87414,-0.3818
87415,0.6486
87417,-0.3612
87421,0.9455
87424,0.4019
87425,0.9679
87433,0.3612
87441,0.9546
87443,0.8105
87445,0.3612
87447,0.8988
87460,0.9691
87463,0.3182
87466,0.5688
87468,0.5931
87470,-0.128
87472,0.1531
87474,0.0
87475,0.1531
87476,0.4507
87478,0.0
87481,0.8622
87482,0.778
87489,0.9199
87491,0.2168
87493,0.9001
87494,0.7101
87499,0.7461
87501,0.4199
87502,-0.9105
87507,0.9989
87508,-0.7102
87510,0.0
87511,0.0
87514,0.0
87515,0.0
87517,-0.7478
87520,0.4404
87521,0.5076
87524,0.0054
87525,0.9633
87530,0.7217
87533,-0.1529
87535,-0.5023
87539,-0.7471
87542,0.5719
87543,-0.1645
87544,-0.5106
87547,0.0
87553,-0.1459
87555,0.1154
87557,0.5638
87559,0.9961
87561,0.9648
87562,0.1935
87564,0.6497
87566,-0.9005
87569,0.9432
87571,0.6249
87573,-0.0433
87576,-0.3182
87592,0.0
87597,0.2115
87598,0.9383
87600,0.168
87603,-0.8979
87604,0.8774
87605,-0.8807
87611,0.0
87612,0.0
87613,0.5267
87614,0.4939
87616,0.0
87621,-0.7858
87622,-0.6115
87624,0.3612
87625,-0.7456
87626,-0.9064
87631,-0.5994
87633,-0.2003
87636,0.0
87637,-0.4939
87638,-0.5423
87641,0.4215
87642,-0.3098
87644,0.7003
87646,0.6879
87647,0.0
87652,0.9755
87656,0.0
87658,-0.296
87663,0.97
87666,-0.7096
87668,-0.6985
87669,0.0
87670,0.2805
87672,-0.3605
87684,0.8135
87693,-0.7184
87696,0.8201
87697,-0.6802
87699,-0.1926
87702,-0.1761
87704,-0.7227
87706,0.5106
87707,0.8555
87709,-0.7397
87711,-0.8288
87712,0.7912
87716,0.9115
87721,0.7815
87723,0.7425
87726,0.0
87732,-0.7367
87735,0.0
87736,0.714
87745,0.3818
87746,-0.6747
87747,0.296
87748,-0.3818
87749,0.3974
87750,-0.9618
87751,0.857
87752,0.8988
87755,0.8053
87758,0.0
87759,0.7351
87760,0.0
87761,-0.2406
87762,0.9184
87764,0.4696
87765,-0.1431
87766,0.4497
87767,0.8061
87772,0.0
87777,-0.7351
87779,0.0
87781,0.0
87783,0.0
87784,-0.4404
87791,0.4404
87799,-0.4767
87800,0.4767
87801,-0.5028
87804,0.128
87806,-0.2263
87810,-0.1779
87811,-0.3695
87812,0.6764
87814,0.6223
87815,0.989
87817,0.0
87818,0.0
87820,-0.1477
87821,0.9129
87825,0.0772
87828,0.4576
87830,0.7522
87831,-0.4767
87834,0.9635
87841,0.7783
87843,0.9897
87847,0.8172
87850,0.5719
87851,-0.25
87852,0.0
87854,-0.9723
87860,0.9493
87862,-0.3919
87864,0.6808
87866,-0.5267
87869,0.8043
87871,0.9022
87872,-0.4404
87876,0.2942
87879,-0.2732
87885,0.8344
87886,0.0
87890,0.3612
87891,0.5222
87897,0.0
87898,0.0
87900,0.0
87901,0.8298
87902,-0.9494
87905,-0.1635
87908,0.3612
87909,0.4753
87915,0.1531
87917,-0.0516
87919,-0.0274
87921,0.6486
87927,0.5267
87928,0.9591
87933,0.2716
87935,0.0
87936,0.4723
87937,0.8823
87938,0.7941
87942,0.9153
87945,0.1877
87948,-0.8387
87950,-0.6369
87954,-0.1027
87965,-0.7096
87966,-0.2462
87969,0.9503
87970,0.7227
87973,0.999
87979,0.5389
87982,0.4926
87991,0.8706
87992,0.5719
87993,0.8533
87994,-0.9978
87999,0.3612
88001,-0.6124
88004,0.9344
88005,0.7488
88006,0.3182
88007,0.0
88010,0.9081
88011,0.9332
88014,0.0
88017,0.0
88020,-0.5423
88026,0.9412
88034,0.0
88041,0.0
88042,0.5716
88048,0.3182
88049,0.8981
88052,0.0772
88053,0.4404
88055,-0.3747
88056,0.5106
88057,-0.3612
88060,0.0
88062,0.4389
88063,-0.9724
88065,-0.6979
88071,-0.4678
88072,0.0
88075,0.2732
88078,0.9186
88079,0.4021
88080,-0.296
88081,0.0
88085,0.9803
88086,0.9455
88087,-0.8689
88090,-0.6612
88091,0.4404
88095,-0.4019
88096,-0.8402
88100,0.5499
88101,0.5267
88103,0.9401
88104,-0.8747
88108,0.224
88112,0.594
88114,-0.5362
88115,0.6434
88118,0.4497
88119,-0.0433
88120,-0.5362
88121,0.0
88124,0.0981
88129,0.0516
88130,0.8269
88134,-0.7537
88136,0.956
88137,0.8034
88141,0.3313
88142,-0.3736
88145,0.3182
88146,0.4404
88149,0.98
88152,-0.9034
88155,-0.3182
88157,0.5487
88166,-0.7096
88167,0.9798
88170,0.0
88174,0.8821
88175,0.0772
88177,-0.5423
88179,0.6767
88188,-0.296
88189,0.8185
88190,0.9583
88191,0.7351
88196,-0.8271
88198,0.4939
88199,-0.5574
88202,0.327
88203,0.9766
88206,0.25
88207,0.25
88210,0.7108
88218,0.9715
88222,0.7351
88223,0.4215
88227,0.0258
88229,0.6124
88231,0.8313
88236,0.2247
88238,0.197
88239,0.8122
88243,0.7016
88247,0.4404
88251,0.4079
88252,0.4855
88253,0.4939
88257,0.0
88267,0.8999
88268,-0.68
88272,0.4854
88283,0.9229
88289,-0.0772
88291,0.4019
88294,0.7941
88295,-0.5113
88296,0.8043
88299,0.6597
88303,-0.4859
88304,0.168
88306,0.3182
88308,0.4939
88311,0.0
88314,0.9715
88315,0.0
88318,0.5932
88319,-0.4939
88325,0.5859
88327,0.9993
88329,0.4019
88330,0.7184
88331,-0.7096
88332,-0.4164
88334,0.4404
88341,0.9826
88347,0.6956
88352,0.9041
88353,0.8257
88354,0.5719
88355,0.6747
88357,0.5903
88365,0.0
88368,0.5719
88369,0.4137
88373,0.0
88375,-0.3818
88376,-0.5362
88377,0.9895
88380,-0.3009
88381,0.9032
88386,-0.0772
88391,-0.8934
88396,0.5387
88398,0.6124
88405,0.9697
88409,0.4889
88411,0.9159
88416,0.567
88417,0.7508
88418,0.296
88419,0.0
88420,0.3685
88425,0.0
88430,-0.5013
88432,0.5661
88441,-0.1779
88442,0.9677
88447,0.4234
88448,0.0
88450,0.6808
88453,0.2144
88455,-0.4563
88458,0.9011
88459,0.0
88461,0.943
88464,-0.3313
88465,0.8975
88466,0.34
88467,0.1635
88472,-0.5719
88479,0.0
88487,0.6662
88488,0.6412
88489,-0.8014
88494,-0.4404
88495,0.2144
88497,0.9745
88498,0.9412
88503,0.3182
88508,0.0
88514,0.9601
88519,-0.7096
88523,0.6351
88527,0.8406
88530,-0.3527
88532,0.9845
88533,0.9569
88547,0.891
88549,0.1225
88553,0.856
88557,0.8391
88558,0.0
88560,0.8027
88563,0.2682
88569,-0.4515
88573,-0.4019
88574,0.9239
88575,0.6369
88577,0.9916
88581,0.2732
88582,-0.2677
88585,0.6553
88586,-0.3094
88598,0.6733
88599,0.0
88607,0.2023
88614,0.8932
88618,0.25
88620,0.4753
88621,0.341
88624,0.8745
88626,0.4606
88628,0.9894
88629,-0.6369
88632,0.871
88633,0.7269
88635,0.8555
88638,-0.4023
88640,0.6124
88641,0.9278
88644,-0.9103
88645,0.8016
88648,0.9312
88649,-0.2732
88656,0.705
88658,0.0
88664,0.0
88667,-0.5719
88674,0.9512
88677,0.9245
88695,-0.5267
88696,0.827
88699,0.8047
88700,0.0
88702,0.9376
88703,-0.1761
88709,0.0387
88711,0.9989
88713,0.8442
88724,-0.7096
88726,0.8297
88735,0.34
88738,0.3182
88739,-0.9052
88744,0.6696
88749,0.6908
88750,0.128
88751,0.0
88752,0.0
88754,0.8847
88757,-0.8283
88761,0.3275
88765,0.7956
88767,0.0
88768,0.8168
88770,0.0
88772,0.4011
88774,-0.347
88779,0.9815
88781,0.0
88783,0.8503
88788,0.0
88789,0.925
88793,-0.5984
88795,0.9606
88799,0.6369
88802,0.9705
88809,0.9329
88814,0.4939
88816,0.4234
88818,-0.839
88822,0.6115
88823,0.79
88824,-0.6402
88826,0.2732
88828,0.79
88831,-0.9636
88836,-0.3612
88849,0.8402
88850,0.3736
88854,-0.2593
88856,0.8779
88857,0.8271
88865,-0.0516
88866,0.5423
88867,0.645
88868,-0.3612
88869,0.8588
88872,-0.4391
88879,0.0
88888,0.8221
88889,0.4386
88890,0.9661
88904,-0.0258
88907,0.0
88913,0.6542
88915,-0.9313
88919,0.9023
88921,-0.9792
88945,0.985
88951,0.1781
88960,-0.4408
88962,0.3818
88964,0.0387
88970,0.7616
88972,0.4019
88973,0.0624
88978,0.0
88983,-0.7096
88986,0.3612
88990,0.9274
88991,0.6531
89001,-0.1027
89008,0.0
89011,-0.5859
89012,0.8228
89013,0.9477
89018,0.9755
89019,-0.7081
89022,0.8821
89024,0.9726
89025,0.1027
89029,0.4215
89035,-0.1739
89036,0.7591
89038,0.474
89039,0.9324
89041,0.8625
89045,-0.3788
89048,-0.7259
89051,0.7054
89055,0.145
89056,0.5661
89057,0.9509
89062,-0.7027
89066,0.1779
89067,0.5244
89068,0.7701
89069,-0.1531
89073,0.8796
89075,-0.3506
89084,-0.3071
89092,0.0
89095,0.7717
89097,0.9613
89101,0.3311
89104,0.9722
89105,-0.1695
89106,0.0
89109,0.4019
89112,-0.0338
89113,-0.4818
89115,0.9393
89116,0.3116
89120,0.4019
89122,0.7003
89129,-0.4389
89139,-0.0085
89155,0.6369
89158,-0.1779
89160,0.1197
89163,-0.128
89166,0.9659
89170,-0.6352
89173,0.504
89177,-0.8744
89179,0.4039
89180,0.8126
89183,0.7184
89186,0.2544
89187,-0.4215
89190,0.0
89191,-0.7632
89202,0.9699
89203,-0.4199
89207,0.4329
89210,0.6077
89214,0.7552
89221,0.7114
89222,-0.7096
89235,-0.3221
89238,0.8565
89240,-0.6697
89241,0.9109
89244,0.1511
89245,0.8516
89246,-0.9659
89252,0.2406
89254,0.7468
89257,-0.9531
89260,-0.4696
89263,0.7616
89266,0.0
89268,0.7104
89274,0.0
89277,0.4926
89280,0.4404
89281,-0.1154
89285,-0.6796
89290,0.0
89291,-0.1779
89294,-0.3724
89297,0.0
89298,-0.1407
89299,-0.8184
89300,0.2677
89301,-0.4215
89303,-0.0129
89312,0.5499
89316,0.3188
89321,0.7088
89323,0.8689
89324,0.9903
89335,0.2617
89339,-0.9777
89342,0.8999
89343,0.6892
89344,-0.3313
89347,0.503
89349,0.8533
89352,-0.0649
89356,0.9805
89358,0.7528
89363,0.168
89364,0.9627
89370,-0.2168
89379,0.926
89382,0.9475
89383,0.9919
89385,0.8927
89386,0.4767
89388,0.3182
89391,0.7263
89394,0.6486
89398,0.8361
89399,0.6954
89403,-0.0258
89404,0.5487
89405,0.0
89406,-0.9081
89408,0.0
89423,-0.8567
89432,0.9612
89433,0.6808
89434,0.2299
89435,0.9829
89436,-0.7096
89438,0.5023
89439,0.6322
89442,-0.3527
89447,0.8537
89450,0.4708
89452,0.4404
89454,0.9325
89463,0.6333
89466,0.7998
89467,-0.5499
89469,-0.8481
89470,-0.7506
89471,0.0
89475,0.9693
89481,0.34
89485,0.992
89488,0.5023
89492,-0.3557
89493,-0.128
89496,0.9919
89497,0.5037
89501,0.8542
89502,-0.6553
89506,-0.34
89507,0.8045
89510,0.0
89512,0.0
89516,0.6943
89520,0.2755
89524,-0.2406
89531,0.9225
89537,-0.4588
89541,0.9192
89542,0.6597
89547,0.7906
89548,-0.2023
89549,0.2144
89550,0.9669
89553,0.8346
89555,0.7132
89556,0.9205
89560,0.8549
89567,-0.6715
89577,0.9592
89579,0.9801
89583,-0.809
89594,0.9836
89596,0.0258
89599,-0.7096
89601,0.0
89602,0.0
89603,0.9592
89608,0.7269
89612,0.8555
89613,0.8353
89619,0.5267
89622,0.6544
89625,0.34
89626,-0.126
89627,0.6237
89632,0.2023
89634,0.5499
89636,0.0
89637,0.9845
89647,-0.4767
89648,-0.4939
89655,0.8331
89664,0.8007
89668,-0.9246
89669,-0.4852
89670,0.9178
89671,0.708
89673,0.4588
89677,0.0
89678,0.9762
89679,0.7117
89681,0.6326
89682,0.1531
89685,0.6684
89689,0.948
89690,-0.9968
89691,0.9649
89692,-0.9871
89697,0.4019
89700,-0.1053
89703,0.9847
89706,0.6719
89709,0.7783
89715,-0.7043
89717,0.6583
89721,0.7847
89722,-0.9665
89723,0.9834
89724,0.2023
89726,0.995
89729,-0.4769
89731,-0.7096
89736,0.0516
89748,0.5023
89749,-0.4767
89750,0.5978
89756,0.3373
89758,0.9574
89761,-0.6187
89762,-0.9062
89770,0.2144
89772,0.3182
89773,0.3265
89776,-0.0572
89780,-0.4854
89789,-0.5431
89793,0.7003
89795,0.0
89801,0.9432
89822,-0.2669
89823,0.9011
89824,-0.9846
89825,0.2359
89827,0.0
89832,0.7172
89846,0.0
89847,0.8156
89853,-0.6536
89854,0.1027
89855,0.6249
89858,0.34
89859,0.9186
89863,0.1088
89866,-0.6127
89874,-0.6133
89876,0.6597
89879,0.7131
89882,-0.8764
89886,0.9784
89888,0.3818
89895,-0.7096
89899,0.0
89901,-0.296
89902,0.0
89903,0.3182
89907,0.0
89909,0.2047
89912,0.8693
89914,-0.8425
89917,0.8304
89918,0.7801
89919,-0.5368
89920,0.8152
89931,0.9407
89932,-0.2732
89937,0.9404
89938,0.7129
89939,0.666
89940,0.6767
89941,0.0
89942,0.0
89946,-0.2805
89950,-0.5408
89962,0.0258
89964,0.0001
89965,0.6369
89967,0.0772
89969,0.9153
89973,0.0
89977,0.0
89979,0.9441
89982,0.9617
89986,0.0258
89989,0.4215
89990,-0.806
89999,0.0094
90004,-0.7275
90006,-0.34
90009,0.7333
90010,0.907
90014,-0.7385
90016,-0.7319
90019,0.6832
90024,0.4215
90028,-0.9656
90040,0.0
90042,0.9626
90051,0.2998
90060,0.961
90067,-0.4871
90090,-0.4215
90093,0.5245
90094,0.68
90095,0.1788
90097,0.9697
90099,0.9776
90102,-0.1779
90103,0.6808
90105,-0.6453
90110,0.6908
90114,0.7396
90116,0.9821
90119,0.0
90120,-0.3182
90125,0.4871
90135,-0.0052
90143,0.0
90147,-0.765
90150,0.7772
90153,0.3818
90156,0.9351
90158,0.8555
90159,0.9571
90167,0.9871
90170,0.8971
90171,-0.4497
90177,-0.996
90178,0.1877
90187,0.6715
90189,-0.9169
90192,-0.6486
90193,-0.5608
90202,0.0258
90210,0.9649
90221,0.7045
90223,0.5267
90229,0.8374
90235,0.34
90239,0.1628
90242,-0.943
90243,0.4817
90247,0.0
90254,0.212
90255,0.6778
90259,0.8409
